corpusid,title,domain,url,section,paragraph,answer,filtered_refids,filtered_refids_qualified,num_reference,segmented_answer,beginning_sentence,question,QA pair,score_of_answer_topic_sentence,score_of_answer_standalone,score_of_answer_synthesis,score_of_answer_coherence,score_of_answer_legibility,score_of_answer_coherence_seperated,score_of_answer_coherence_diff,score_of_answer_standalone_hardrule,score_of_answer_standalone_diff,score_of_answer_depthness
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s7,p7.1,"Self-assembling MNM: Jiang and Bansal [18] focused on identifying the sub-questions in the correct reasoning order and presented an interpretable and controller-based self-assembling neural modular network for the multi-hop reasoning process which includes two main parts, Modular Network with a Controller (top) and the Dynamically-assembled Modular Network (bottom) that can be seen in Figure 10. The main idea of the model to handle multi-hop questions is done with Controller that computes an attention distribution over all question words at every reasoning step, which finds the sub-question that should be answered at the current step. In summary, Controller reads the question and predicts a series of modules that could be executed in order to answer the given question. Each module deals with a single-hop sub-question, then they will be chained together according to the predicated order by controller to get the final answer. The mentioned modules are described as follows: All modules take the question representation , context representation ℎ, and sub-question vector as input.",['b17'],[True],1,"1. Self-assembling MNM: Jiang and Bansal [18] focused on identifying the sub-questions in the correct reasoning order and presented an interpretable and controller-based self-assembling neural modular network for the multi-hop reasoning process which includes two main parts, Modular Network with a Controller (top) and the Dynamically-assembled Modular Network (bottom) that can be seen in Figure 10.
2. The main idea of the model to handle multi-hop questions is done with Controller that computes an attention distribution over all question words at every reasoning step, which finds the sub-question that should be answered at the current step.
3. In summary, Controller reads the question and predicts a series of modules that could be executed in order to answer the given question.
4. Each module deals with a single-hop sub-question, then they will be chained together according to the predicated order by controller to get the final answer.
5. The mentioned modules are described as follows: All modules take the question representation , context representation ℎ, and sub-question vector as input.","Self-assembling MNM: Jiang and Bansal [18] focused on identifying the sub-questions in the correct reasoning order and presented an interpretable and controller-based self-assembling neural modular network for the multi-hop reasoning process which includes two main parts, Modular Network with a Controller (top) and the Dynamically-assembled Modular Network (bottom) that can be seen in Figure 10.",How does the self-assembling neural modular network facilitate multi-hop reasoning?,"Question: How does the self-assembling neural modular network facilitate multi-hop reasoning?

1. Self-assembling MNM: Jiang and Bansal [18] focused on identifying the sub-questions in the correct reasoning order and presented an interpretable and controller-based self-assembling neural modular network for the multi-hop reasoning process which includes two main parts, Modular Network with a Controller (top) and the Dynamically-assembled Modular Network (bottom) that can be seen in Figure 10.
2. The main idea of the model to handle multi-hop questions is done with Controller that computes an attention distribution over all question words at every reasoning step, which finds the sub-question that should be answered at the current step.
3. In summary, Controller reads the question and predicts a series of modules that could be executed in order to answer the given question.
4. Each module deals with a single-hop sub-question, then they will be chained together according to the predicated order by controller to get the final answer.
5. The mentioned modules are described as follows: All modules take the question representation , context representation ℎ, and sub-question vector as input.",0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.6,-0.6,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s10,p10.1,"The main part of this model is Relation Extractor with two different structures: 1) classification-type (CRERC), where the evidence relation information in the dataset is used as prior knowledge, and the question text is mapped to question relations through the classifier; 2) span-type (SRERC), where the type of question relations is unrestricted, and the Relation Extractor can automatically extract multiple corresponding spans from the question text as question relations. Figure 9: Architecture of the RERC models [26] The Decomposition technique was one of the first ideas for multi-hop MRC and as you can see in recent years (2021) still has attracted attention. The main disadvantage of this technique is that, instead of focusing on multi-hop reasoning as an important key of multi-hop MRC, it focuses on reducing the problem to a single-hop MRC. Thus, they actually do not go far beyond single-hop models.",['b25'],[True],1,"1. The main part of this model is Relation Extractor with two different structures: 1) classification-type (CRERC), where the evidence relation information in the dataset is used as prior knowledge, and the question text is mapped to question relations through the classifier; 2) span-type (SRERC), where the type of question relations is unrestricted, and the Relation Extractor can automatically extract multiple corresponding spans from the question text as question relations.
2. Figure 9: Architecture of the RERC models [26]
3. The Decomposition technique was one of the first ideas for multi-hop MRC and as you can see in recent years (2021) still has attracted attention.
4. The main disadvantage of this technique is that, instead of focusing on multi-hop reasoning as an important key of multi-hop MRC, it focuses on reducing the problem to a single-hop MRC.
5. Thus, they actually do not go far beyond single-hop models.","The main part of this model is Relation Extractor with two different structures: 1) classification-type (CRERC), where the evidence relation information in the dataset is used as prior knowledge, and the question text is mapped to question relations through the classifier; 2) span-type (SRERC), where the type of question relations is unrestricted, and the Relation Extractor can automatically extract multiple corresponding spans from the question text as question relations.",What are the structures and limitations of Relation Extractor in multi-hop MRC models?,"Question: What are the structures and limitations of Relation Extractor in multi-hop MRC models?

1. The main part of this model is Relation Extractor with two different structures: 1) classification-type (CRERC), where the evidence relation information in the dataset is used as prior knowledge, and the question text is mapped to question relations through the classifier; 2) span-type (SRERC), where the type of question relations is unrestricted, and the Relation Extractor can automatically extract multiple corresponding spans from the question text as question relations.
2. Figure 9: Architecture of the RERC models [26]
3. The Decomposition technique was one of the first ideas for multi-hop MRC and as you can see in recent years (2021) still has attracted attention.
4. The main disadvantage of this technique is that, instead of focusing on multi-hop reasoning as an important key of multi-hop MRC, it focuses on reducing the problem to a single-hop MRC.
5. Thus, they actually do not go far beyond single-hop models.",0.5,0.0,0.0,0.5,1.0,0.0,-0.5,0.8,-0.8,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s11,p11.0,"The sequence models have been first used for single-hop MRC tasks, and most of them are based on Recurrent Neural Networks (RNNs), some studies focus on using them in multi-hop MRC. It can be called state-based reasoning models and they are closer to a standard attention-based RC model with an additional ""state"" representation that is iteratively updated. The changing state representation results in the model focusing on different parts of the passage during each iteration, allowing it to combine information from different parts of the passage [28]. Most models, presented in this section, have used advanced neural network concepts, such as attention mechanism and network memory for multi-hop reasoning. In the following the models which use this technique will be reviewed in detail including the architecture alongside the superiority and the motivation of them.",['b27'],[True],1,"1. The sequence models have been first used for single-hop MRC tasks, and most of them are based on Recurrent Neural Networks (RNNs), some studies focus on using them in multi-hop MRC.
2. It can be called state-based reasoning models and they are closer to a standard attention-based RC model with an additional ""state"" representation that is iteratively updated.
3. The changing state representation results in the model focusing on different parts of the passage during each iteration, allowing it to combine information from different parts of the passage [28].
4. Most models, presented in this section, have used advanced neural network concepts, such as attention mechanism and network memory for multi-hop reasoning.
5. In the following the models which use this technique will be reviewed in detail including the architecture alongside the superiority and the motivation of them.","The sequence models have been first used for single-hop MRC tasks, and most of them are based on Recurrent Neural Networks (RNNs), some studies focus on using them in multi-hop MRC.",How do sequence models with state-based reasoning enhance multi-hop MRC tasks?,"Question: How do sequence models with state-based reasoning enhance multi-hop MRC tasks?

1. The sequence models have been first used for single-hop MRC tasks, and most of them are based on Recurrent Neural Networks (RNNs), some studies focus on using them in multi-hop MRC.
2. It can be called state-based reasoning models and they are closer to a standard attention-based RC model with an additional ""state"" representation that is iteratively updated.
3. The changing state representation results in the model focusing on different parts of the passage during each iteration, allowing it to combine information from different parts of the passage [28].
4. Most models, presented in this section, have used advanced neural network concepts, such as attention mechanism and network memory for multi-hop reasoning.
5. In the following the models which use this technique will be reviewed in detail including the architecture alongside the superiority and the motivation of them.",1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s15,p15.3,"They first find all possible path from passages. It starts with selecting a passage that contains a head entity from the question, and then finds all entities and noun phrases from the same sentence. Afterward, it selects the next passage that contains the potential intermediate entity identified above. Finally, it is checked whether the next passage contains any of the candidate answer choices or not. The resulting will be a set of entity sequences. After obtaining all potential paths, it is time to score each path using the PathNet model based on two perspectives: 1) Context-based Path Scoring, which is based on the interaction with the question encoding, and 2) Passage-based Path Scoring, which is based on the interaction between the passage-based path encoding vector and the candidate encoding. There is an example of the process in Figure 15 which In the Rank-1 path, the model composes the implicit located in relations between (Zoo lake, Johannesburg) and (Johannesburg, Gauteng). However, this method extracts many invalid paths, then causes wasting the computing resources [35].",['b34'],[True],1,"1. They first find all possible path from passages.
2. It starts with selecting a passage that contains a head entity from the question, and then finds all entities and noun phrases from the same sentence.
3. Afterward, it selects the next passage that contains the potential intermediate entity identified above.
4. Finally, it is checked whether the next passage contains any of the candidate answer choices or not.
5. The resulting will be a set of entity sequences.
6. After obtaining all potential paths, it is time to score each path using the PathNet model based on two perspectives: 1) Context-based Path Scoring, which is based on the interaction with the question encoding, and 2) Passage-based Path Scoring, which is based on the interaction between the passage-based path encoding vector and the candidate encoding.
7. There is an example of the process in Figure 15 which In the Rank-1 path, the model composes the implicit located in relations between (Zoo lake, Johannesburg) and (Johannesburg, Gauteng).
8. However, this method extracts many invalid paths, then causes wasting the computing resources [35].",They first find all possible path from passages.,How does the PathNet model identify and score potential paths for answering questions?,"Question: How does the PathNet model identify and score potential paths for answering questions?

1. They first find all possible path from passages.
2. It starts with selecting a passage that contains a head entity from the question, and then finds all entities and noun phrases from the same sentence.
3. Afterward, it selects the next passage that contains the potential intermediate entity identified above.
4. Finally, it is checked whether the next passage contains any of the candidate answer choices or not.
5. The resulting will be a set of entity sequences.
6. After obtaining all potential paths, it is time to score each path using the PathNet model based on two perspectives: 1) Context-based Path Scoring, which is based on the interaction with the question encoding, and 2) Passage-based Path Scoring, which is based on the interaction between the passage-based path encoding vector and the candidate encoding.
7. There is an example of the process in Figure 15 which In the Rank-1 path, the model composes the implicit located in relations between (Zoo lake, Johannesburg) and (Johannesburg, Gauteng).
8. However, this method extracts many invalid paths, then causes wasting the computing resources [35].",0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.875,-0.875,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s16,p16.1,"As Figure 16 shows, after embedding sentences into a matrix and constructing a graph, the policy is run to select the next sentence. In this regard, the convolution-based policy network is used to learn a traversal policy from current options, previously accepted sentences, and the current question. For example, in this figure, the policy has learned to select the correct next sentence (ct) from the previous sentence (ct-1). After this action, the answer sentence (o1) can be selected during the next step. SMR: Huo, Ge and Zhao [37] proposed a Sentence-level Multi-hop Reasoning approach named SMR while most existing approaches only use document-level or entity-level inferences. In this regard, an initial sentence is first found based on the main entity in the question, and that sentence is then used to find more relevant sentences to create multiple sentence-based reasoning chains as a memory network. Besides, some sentences are concatenated to prevent the mistakes of Co-Reference resolution methods and to reduce the number of hops. An example of such a concatenation is shown in Figure 17.",['b36'],[True],1,"1. As Figure 16 shows, after embedding sentences into a matrix and constructing a graph, the policy is run to select the next sentence.
2. In this regard, the convolution-based policy network is used to learn a traversal policy from current options, previously accepted sentences, and the current question.
3. For example, in this figure, the policy has learned to select the correct next sentence (ct) from the previous sentence (ct-1).
4. After this action, the answer sentence (o1) can be selected during the next step.
5. SMR: Huo, Ge and Zhao [37] proposed a Sentence-level Multi-hop Reasoning approach named SMR while most existing approaches only use document-level or entity-level inferences.
6. In this regard, an initial sentence is first found based on the main entity in the question, and that sentence is then used to find more relevant sentences to create multiple sentence-based reasoning chains as a memory network.
7. Besides, some sentences are concatenated to prevent the mistakes of Co-Reference resolution methods and to reduce the number of hops.
8. An example of such a concatenation is shown in Figure 17.","As Figure 16 shows, after embedding sentences into a matrix and constructing a graph, the policy is run to select the next sentence.",How does the SMR approach utilize a convolution-based policy network for sentence selection?,"Question: How does the SMR approach utilize a convolution-based policy network for sentence selection?

1. As Figure 16 shows, after embedding sentences into a matrix and constructing a graph, the policy is run to select the next sentence.
2. In this regard, the convolution-based policy network is used to learn a traversal policy from current options, previously accepted sentences, and the current question.
3. For example, in this figure, the policy has learned to select the correct next sentence (ct) from the previous sentence (ct-1).
4. After this action, the answer sentence (o1) can be selected during the next step.
5. SMR: Huo, Ge and Zhao [37] proposed a Sentence-level Multi-hop Reasoning approach named SMR while most existing approaches only use document-level or entity-level inferences.
6. In this regard, an initial sentence is first found based on the main entity in the question, and that sentence is then used to find more relevant sentences to create multiple sentence-based reasoning chains as a memory network.
7. Besides, some sentences are concatenated to prevent the mistakes of Co-Reference resolution methods and to reduce the number of hops.
8. An example of such a concatenation is shown in Figure 17.",0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.75,-0.75,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s16,p16.2,"There are two phases in this model: 1) the Selecting phase to select the most relevant sentence to the network memory state as the initial sentence of the current hop, and 2) the Establishing phase to prepare to go to the next hop by updating the network memory state. Finally, the information of the reasoning chains is used to predict the final answer. Figure 17: Representation enrichment via concatenation of adjacent sentences [37] ChainEx: Chen, Lin and Durrett [38] proposed a sentence-based model that does not rely on gold annotated chains or supporting facts at the training and test phases, instead, pseudo-gold reasoning chains are derived using some heuristics based on named entity recognition and coreference resolution during the training time, and it learns to extract chains from raw texts at the test time. They first extract a reasoning chain over the text for a multi-hop reasoning task, and then apply a BERT-based QA system to find the answer by learning from these chains.","['b37', 'b36']","[True, True]",2,"1. There are two phases in this model: 1) the Selecting phase to select the most relevant sentence to the network memory state as the initial sentence of the current hop, and 2) the Establishing phase to prepare to go to the next hop by updating the network memory state.
2. Finally, the information of the reasoning chains is used to predict the final answer.
3. Figure 17: Representation enrichment via concatenation of adjacent sentences [37] ChainEx: Chen, Lin and Durrett [38] proposed a sentence-based model that does not rely on gold annotated chains or supporting facts at the training and test phases, instead, pseudo-gold reasoning chains are derived using some heuristics based on named entity recognition and coreference resolution during the training time, and it learns to extract chains from raw texts at the test time.
4. They first extract a reasoning chain over the text for a multi-hop reasoning task, and then apply a BERT-based QA system to find the answer by learning from these chains.","There are two phases in this model: 1) the Selecting phase to select the most relevant sentence to the network memory state as the initial sentence of the current hop, and 2) the Establishing phase to prepare to go to the next hop by updating the network memory state.",What are the phases and methodology of ChainEx's multi-hop reasoning model?,"Question: What are the phases and methodology of ChainEx's multi-hop reasoning model?

1. There are two phases in this model: 1) the Selecting phase to select the most relevant sentence to the network memory state as the initial sentence of the current hop, and 2) the Establishing phase to prepare to go to the next hop by updating the network memory state.
2. Finally, the information of the reasoning chains is used to predict the final answer.
3. Figure 17: Representation enrichment via concatenation of adjacent sentences [37] ChainEx: Chen, Lin and Durrett [38] proposed a sentence-based model that does not rely on gold annotated chains or supporting facts at the training and test phases, instead, pseudo-gold reasoning chains are derived using some heuristics based on named entity recognition and coreference resolution during the training time, and it learns to extract chains from raw texts at the test time.
4. They first extract a reasoning chain over the text for a multi-hop reasoning task, and then apply a BERT-based QA system to find the answer by learning from these chains.",0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.75,-0.75,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s17,p17.0,"Graph-based techniques because of their natural language relationship representation ability [39] has attracted attention in multihop MRC. It is natural to model natural language context into graph structure and the process of multi-hop reasoning as moving among nodes [14]. The main idea of the Graph-based technique is to construct a graph based on the context and question, and then the reasoning is performed by message passing over this structure using graph neural networks. The process of constructing the graph from large textual data and reasoning over it are challenging tasks. There are a lot of studies that focus on these challenges which are explained in this subsection in detail.","['b38', 'b13']","[True, True]",2,"1. Graph-based techniques because of their natural language relationship representation ability [39] has attracted attention in multihop MRC.
2. It is natural to model natural language context into graph structure and the process of multi-hop reasoning as moving among nodes [14].
3. The main idea of the Graph-based technique is to construct a graph based on the context and question, and then the reasoning is performed by message passing over this structure using graph neural networks.
4. The process of constructing the graph from large textual data and reasoning over it are challenging tasks.
5. There are a lot of studies that focus on these challenges which are explained in this subsection in detail.",Graph-based techniques because of their natural language relationship representation ability [39] has attracted attention in multihop MRC.,Why are graph-based techniques prominent in multihop machine reading comprehension (MRC)?,"Question: Why are graph-based techniques prominent in multihop machine reading comprehension (MRC)?

1. Graph-based techniques because of their natural language relationship representation ability [39] has attracted attention in multihop MRC.
2. It is natural to model natural language context into graph structure and the process of multi-hop reasoning as moving among nodes [14].
3. The main idea of the Graph-based technique is to construct a graph based on the context and question, and then the reasoning is performed by message passing over this structure using graph neural networks.
4. The process of constructing the graph from large textual data and reasoning over it are challenging tasks.
5. There are a lot of studies that focus on these challenges which are explained in this subsection in detail.",0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,-1.0,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s19,p19.0,"Song et al. [40] focused on inferring global context as an important key in multi-hop reading comprehension, while previous studies approximate global evidence with local coreference information with DAG-styled GRU. They proposed a model for better connecting global evidence, with a more complex graph compared to DAGs. They construct an entity graph with three types of edges: the edge between the same entity within a passage, the edges between two mentions of different entities within a context window, and coreference-typed edges. The graph might also have cycles which makes it difficult to apply a DAG network to it. (A graph with three types of edges and a DAG graph are shown in Figure 21).",['b39'],[True],1,"1. Song et al. [40] focused on inferring global context as an important key in multi-hop reading comprehension, while previous studies approximate global evidence with local coreference information with DAG-styled GRU.
2. They proposed a model for better connecting global evidence, with a more complex graph compared to DAGs.
3. They construct an entity graph with three types of edges: the edge between the same entity within a passage, the edges between two mentions of different entities within a context window, and coreference-typed edges.
4. The graph might also have cycles which makes it difficult to apply a DAG network to it.
5. (A graph with three types of edges and a DAG graph are shown in Figure 21).","Song et al. [40] focused on inferring global context as an important key in multi-hop reading comprehension, while previous studies approximate global evidence with local coreference information with DAG-styled GRU.",How does Song et al.'s model improve multi-hop reading comprehension?,"Question: How does Song et al.'s model improve multi-hop reading comprehension?

1. Song et al. [40] focused on inferring global context as an important key in multi-hop reading comprehension, while previous studies approximate global evidence with local coreference information with DAG-styled GRU.
2. They proposed a model for better connecting global evidence, with a more complex graph compared to DAGs.
3. They construct an entity graph with three types of edges: the edge between the same entity within a passage, the edges between two mentions of different entities within a context window, and coreference-typed edges.
4. The graph might also have cycles which makes it difficult to apply a DAG network to it.
5. (A graph with three types of edges and a DAG graph are shown in Figure 21).",0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.8,-0.8,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s19,p19.1,"For inferring the global context, the related information of the constructed graph has been merged. In this study, two recent graph neural networks have been applied to this graph: graph convolutional network (GCN) and graph recurrent network (GRN) for evidence aggregation. Afterward, an attention mechanism is applied in order to match the hidden states at each graph encoding step with the question representation. Finally, a probability distribution is calculated from the matching results. The architecture of this model is shown in Figure 22. However, this model still only implicitly combines knowledge from all passages, and are therefore unable to provide explicit reasoning paths [28]. DFGN: Xiao et al. [41] proposed a model to improve the interaction between the information of documents and the entity graph.","['b27', 'b40']","[True, True]",2,"1. For inferring the global context, the related information of the constructed graph has been merged.
2. In this study, two recent graph neural networks have been applied to this graph: graph convolutional network (GCN) and graph recurrent network (GRN) for evidence aggregation.
3. Afterward, an attention mechanism is applied in order to match the hidden states at each graph encoding step with the question representation.
4. Finally, a probability distribution is calculated from the matching results.
5. The architecture of this model is shown in Figure 22.
6. However, this model still only implicitly combines knowledge from all passages, and are therefore unable to provide explicit reasoning paths [28].
7. DFGN: Xiao et al. [41] proposed a model to improve the interaction between the information of documents and the entity graph.","For inferring the global context, the related information of the constructed graph has been merged.",How do GCN and GRN contribute to evidence aggregation in graph-based models?,"Question: How do GCN and GRN contribute to evidence aggregation in graph-based models?

1. For inferring the global context, the related information of the constructed graph has been merged.
2. In this study, two recent graph neural networks have been applied to this graph: graph convolutional network (GCN) and graph recurrent network (GRN) for evidence aggregation.
3. Afterward, an attention mechanism is applied in order to match the hidden states at each graph encoding step with the question representation.
4. Finally, a probability distribution is calculated from the matching results.
5. The architecture of this model is shown in Figure 22.
6. However, this model still only implicitly combines knowledge from all passages, and are therefore unable to provide explicit reasoning paths [28].
7. DFGN: Xiao et al. [41] proposed a model to improve the interaction between the information of documents and the entity graph.",0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.8571428571428571,-0.8571428571428571,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s22,p22.0,"Tu et al. [46] proposed a more complex graph named Heterogeneous Document-Entity (HDE) graph with different types of nodes and edges. This graph can cover different granularity levels of information in context and also enables rich information interaction among different types of nodes for accurate reasoning. The nodes in the HDE graph are candidates, documents, and entities. Besides, it has seven types of edges: 1) between a document node and a candidate node that appears in the same document.",['b45'],[True],1,"1. Tu et al. [46] proposed a more complex graph named Heterogeneous Document-Entity (HDE) graph with different types of nodes and edges.
2. This graph can cover different granularity levels of information in context and also enables rich information interaction among different types of nodes for accurate reasoning.
3. The nodes in the HDE graph are candidates, documents, and entities.
4. Besides, it has seven types of edges: 1) between a document node and a candidate node that appears in the same document.",Tu et al. [46] proposed a more complex graph named Heterogeneous Document-Entity (HDE) graph with different types of nodes and edges.,What is the Heterogeneous Document-Entity graph and its significance in information processing?,"Question: What is the Heterogeneous Document-Entity graph and its significance in information processing?

1. Tu et al. [46] proposed a more complex graph named Heterogeneous Document-Entity (HDE) graph with different types of nodes and edges.
2. This graph can cover different granularity levels of information in context and also enables rich information interaction among different types of nodes for accurate reasoning.
3. The nodes in the HDE graph are candidates, documents, and entities.
4. Besides, it has seven types of edges: 1) between a document node and a candidate node that appears in the same document.",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
254408864,A Comprehensive Survey on Multi-hop Machine Reading Comprehension Approaches,"Computer Science, Linguistics",https://www.semanticscholar.org/paper/bad1ea60373fc77c1ff82c5ff99f1fd38c972ae8,s22,p22.2,"However, [35] have shown that if the number of inferences increases, the complexity of models will rise sharply due to the iteration of cumbersome message passing algorithm, resulting in low efficiency.  [46] SAE: Tu et al. [47] proposed an interpretable system named Select, Answer, and Explain (SAE) with multi-hop reasoning graphs based on GNN with contextual sentence embeddings as nodes. This kind of sentence graph makes lead to an interpretable model because it can directly output supporting sentences with the answer prediction. The edges capture the global information presented within each document and also the cross-document reasoning path. Also, the contextual sentence embedding used in GNN is summarized over token representations based on a novel mixed attentive pooling mechanism. The attention weight is calculated from both answer span logits and self-attention output on token representations. This attention-based interaction enables the exploitation of complementary information between ""answer"" and ""explain"" tasks. The SAE system first filters unrelated documents, and selects gold documents using a document classifier trained with a novel pairwise learning-to-rank loss function.","['b46', 'b45', 'b34']","[True, True, True]",3,"1. However, [35] have shown that if the number of inferences increases, the complexity of models will rise sharply due to the iteration of cumbersome message passing algorithm, resulting in low efficiency.
2. [46] SAE: Tu et al. [47] proposed an interpretable system named Select, Answer, and Explain (SAE) with multi-hop reasoning graphs based on GNN with contextual sentence embeddings as nodes.
3. This kind of sentence graph makes lead to an interpretable model because it can directly output supporting sentences with the answer prediction.
4. The edges capture the global information presented within each document and also the cross-document reasoning path.
5. Also, the contextual sentence embedding used in GNN is summarized over token representations based on a novel mixed attentive pooling mechanism.
6. The attention weight is calculated from both answer span logits and self-attention output on token representations.
7. This attention-based interaction enables the exploitation of complementary information between ""answer"" and ""explain"" tasks.
8. The SAE system first filters unrelated documents, and selects gold documents using a document classifier trained with a novel pairwise learning-to-rank
9. loss function.","However, [35] have shown that if the number of inferences increases, the complexity of models will rise sharply due to the iteration of cumbersome message passing algorithm, resulting in low efficiency.",How does the SAE system enhance interpretability and efficiency in multi-hop reasoning models?,"Question: How does the SAE system enhance interpretability and efficiency in multi-hop reasoning models?

1. However, [35] have shown that if the number of inferences increases, the complexity of models will rise sharply due to the iteration of cumbersome message passing algorithm, resulting in low efficiency.
2. [46] SAE: Tu et al. [47] proposed an interpretable system named Select, Answer, and Explain (SAE) with multi-hop reasoning graphs based on GNN with contextual sentence embeddings as nodes.
3. This kind of sentence graph makes lead to an interpretable model because it can directly output supporting sentences with the answer prediction.
4. The edges capture the global information presented within each document and also the cross-document reasoning path.
5. Also, the contextual sentence embedding used in GNN is summarized over token representations based on a novel mixed attentive pooling mechanism.
6. The attention weight is calculated from both answer span logits and self-attention output on token representations.
7. This attention-based interaction enables the exploitation of complementary information between ""answer"" and ""explain"" tasks.
8. The SAE system first filters unrelated documents, and selects gold documents using a document classifier trained with a novel pairwise learning-to-rank
9. loss function.",0.0,0.0,0.0,0.5,1.0,0.0,-0.5,0.7777777777777778,-0.7777777777777778,0.0
